date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:07:49	312403/312403	---M--	200	added ('OK')	text/css	date:Tue,%2017%20Mar%202015%2014:19:40%20GMT	http://luisnascimento.com/wp-content/themes/salient/style.css?ver=5.5.4	C:/My%20Web%20Sites/janacuadra/luisnascimento.com/wp-content/themes/salient/style7e15.css	(from http://luisnascimento.com/)
12:07:49	99626/99626	---M--	200	added ('OK')	text/css	date:Tue,%2017%20Mar%202015%2013:52:48%20GMT	http://luisnascimento.com/wp-content/themes/salient/css/responsive.css?ver=5.5.4	C:/My%20Web%20Sites/janacuadra/luisnascimento.com/wp-content/themes/salient/css/responsive7e15.css	(from http://luisnascimento.com/)
12:07:51	67426/67426	---M--	200	added ('OK')	text/css	date:Mon,%2002%20Mar%202015%2011:52:38%20GMT	http://luisnascimento.com/wp-content/themes/salient/css/woocommerce.css?ver=5.2.18	C:/My%20Web%20Sites/janacuadra/luisnascimento.com/wp-content/themes/salient/css/woocommerce8ded.css	(from http://luisnascimento.com/)
12:07:52	27096/27096	---MC-	200	added ('OK')	application/rss+xml	etag:%2219dd3a81fb20e3731f9aab9a1624c4ba%22	http://luisnascimento.com/feed/	C:/My%20Web%20Sites/janacuadra/luisnascimento.com/feed/index.html	(from http://luisnascimento.com/)
12:07:53	90831/90831	---M--	200	added ('OK')	text/css	date:Thu,%2030%20Apr%202015%2011:16:52%20GMT	http://luisnascimento.com/wp-content/plugins/js_composer_salient/assets/css/js_composer.css?ver=4.3.5	C:/My%20Web%20Sites/janacuadra/luisnascimento.com/wp-content/plugins/js_composer_salient/assets/css/js_composer8f76.css	(from http://luisnascimento.com/)
12:07:55	0/0	---M--	200	added ('OK')	text/css	date:Thu,%2030%20Apr%202015%2011:18:09%20GMT	http://luisnascimento.com/wp-content/uploads/js_composer/custom.css?ver=4.3.5	C:/My%20Web%20Sites/janacuadra/luisnascimento.com/wp-content/uploads/js_composer/custom8f76.css	(from http://luisnascimento.com/)
12:07:57	10056/10056	---M--	200	added ('OK')	application/javascript	date:Wed,%2018%20Jan%202017%2008:31:34%20GMT	http://luisnascimento.com/wp-includes/js/jquery/jquery-migrate.min.js?ver=1.4.1	C:/My%20Web%20Sites/janacuadra/luisnascimento.com/wp-includes/js/jquery/jquery-migrate.min330a.js	(from http://luisnascimento.com/)
12:07:57	1193/1193	---M--	200	added ('OK')	application/javascript	date:Thu,%2015%20Apr%202021%2009:58:05%20GMT	http://luisnascimento.com/wp-includes/js/mediaelement/mediaelement-migrate.min.js?ver=5.2.18	C:/My%20Web%20Sites/janacuadra/luisnascimento.com/wp-includes/js/mediaelement/mediaelement-migrate.min8ded.js	(from http://luisnascimento.com/)
12:07:57	14271/14271	---M--	200	added ('OK')	application/javascript	date:Fri,%2011%20Apr%202014%2014:55:04%20GMT	http://luisnascimento.com/wp-content/themes/salient/js/modernizr.js?ver=2.6.2	C:/My%20Web%20Sites/janacuadra/luisnascimento.com/wp-content/themes/salient/js/modernizr61da.js	(from http://luisnascimento.com/)
12:07:59	5956/5956	---M--	200	added ('OK')	application/javascript	date:Thu,%2030%20Apr%202015%2011:16:52%20GMT	http://luisnascimento.com/wp-content/plugins/js_composer_salient/assets/lib/vc_chart/jquery.vc_chart.js?ver=5.2.18	C:/My%20Web%20Sites/janacuadra/luisnascimento.com/wp-content/plugins/js_composer_salient/assets/lib/vc_chart/jquery.vc_chart8ded.js	(from http://luisnascimento.com/)
12:07:59	10501/10501	---M--	200	added ('OK')	application/javascript	date:Thu,%2030%20Apr%202015%2011:16:52%20GMT	http://luisnascimento.com/wp-content/plugins/js_composer_salient/assets/lib/progress-circle/ProgressCircle.js?ver=5.2.18	C:/My%20Web%20Sites/janacuadra/luisnascimento.com/wp-content/plugins/js_composer_salient/assets/lib/progress-circle/ProgressCircle8ded.js	(from http://luisnascimento.com/)
12:08:02	96873/96873	---M--	200	added ('OK')	application/javascript	date:Thu,%2022%20Aug%202019%2019:56:27%20GMT	http://luisnascimento.com/wp-includes/js/jquery/jquery.js?ver=1.12.4-wp	C:/My%20Web%20Sites/janacuadra/luisnascimento.com/wp-includes/js/jquery/jquery4a5f.js	(from http://luisnascimento.com/)
12:08:02	816/816	---MC-	200	added ('OK')	text/xml	date:Wed,%2027%20Sep%202023%2010:07:59%20GMT	http://luisnascimento.com/xmlrpc.php?rsd	C:/My%20Web%20Sites/janacuadra/luisnascimento.com/xmlrpc0db0.php	(from http://luisnascimento.com/)
12:08:02	1045/1045	---M--	200	added ('OK')	application/xml	date:Wed,%2029%20Apr%202015%2009:52:13%20GMT	http://luisnascimento.com/wp-includes/wlwmanifest.xml	C:/My%20Web%20Sites/janacuadra/luisnascimento.com/wp-includes/wlwmanifest.xml	(from http://luisnascimento.com/)
12:08:04	2252/2252	---MC-	200	added ('OK')	application/json	date:Wed,%2027%20Sep%202023%2010:08:02%20GMT	http://luisnascimento.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fluisnascimento.com%2F	C:/My%20Web%20Sites/janacuadra/luisnascimento.com/wp-json/oembed/1.0/embed416e.json	(from http://luisnascimento.com/)
12:08:06	2347/2347	---MC-	200	added ('OK')	text/xml	date:Wed,%2027%20Sep%202023%2010:08:04%20GMT	http://luisnascimento.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fluisnascimento.com%2F&format=xml	C:/My%20Web%20Sites/janacuadra/luisnascimento.com/wp-json/oembed/1.0/embeddffa	(from http://luisnascimento.com/)
12:08:12	156559/156559	---M--	200	added ('OK')	application/javascript	date:Thu,%2022%20Aug%202019%2019:56:27%20GMT	http://luisnascimento.com/wp-includes/js/mediaelement/mediaelement-and-player.min.js?ver=4.2.6-78496d1	C:/My%20Web%20Sites/janacuadra/luisnascimento.com/wp-includes/js/mediaelement/mediaelement-and-player.min45a0.js	(from http://luisnascimento.com/)
12:08:17	70917/70917	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2011%20Apr%202014%2014:54:42%20GMT	http://luisnascimento.com/wp-content/themes/salient/css/fonts/default_ext_chars/OpenSans-Light-webfont.eot	C:/My%20Web%20Sites/janacuadra/luisnascimento.com/wp-content/themes/salient/css/fonts/default_ext_chars/OpenSans-Light-webfont.eot	(from http://luisnascimento.com/)
12:08:19	82956/82956	---M--	200	added ('OK')	font/woff	date:Fri,%2011%20Apr%202014%2014:54:44%20GMT	http://luisnascimento.com/wp-content/themes/salient/css/fonts/default_ext_chars/OpenSans-Light-webfont.woff	C:/My%20Web%20Sites/janacuadra/luisnascimento.com/wp-content/themes/salient/css/fonts/default_ext_chars/OpenSans-Light-webfont.woff	(from http://luisnascimento.com/)
12:08:26	1063485/1063485	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2011%20Apr%202014%2014:54:42%20GMT	http://luisnascimento.com/wp-content/themes/salient/css/fonts/default_ext_chars/OpenSans-Light-webfont.svg	C:/My%20Web%20Sites/janacuadra/luisnascimento.com/wp-content/themes/salient/css/fonts/default_ext_chars/OpenSans-Light-webfont.svg	(from http://luisnascimento.com/)
12:08:32	70917/70917	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2011%20Apr%202014%2014:54:42%20GMT	http://luisnascimento.com/wp-content/themes/salient/css/fonts/default_ext_chars/OpenSans-Light-webfont.eot?	C:/My%20Web%20Sites/janacuadra/luisnascimento.com/wp-content/themes/salient/css/fonts/default_ext_chars/OpenSans-Light-webfontd41d.eot	(from http://luisnascimento.com/)
12:08:38	73016/73016	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2011%20Apr%202014%2014:54:44%20GMT	http://luisnascimento.com/wp-content/themes/salient/css/fonts/default_ext_chars/OpenSans-Regular-webfont.eot	C:/My%20Web%20Sites/janacuadra/luisnascimento.com/wp-content/themes/salient/css/fonts/default_ext_chars/OpenSans-Regular-webfont.eot	(from http://luisnascimento.com/)
12:08:41	159776/159776	---M--	200	added ('OK')	font/ttf	date:Fri,%2011%20Apr%202014%2014:54:44%20GMT	http://luisnascimento.com/wp-content/themes/salient/css/fonts/default_ext_chars/OpenSans-Light-webfont.ttf	C:/My%20Web%20Sites/janacuadra/luisnascimento.com/wp-content/themes/salient/css/fonts/default_ext_chars/OpenSans-Light-webfont.ttf	(from http://luisnascimento.com/)
12:08:44	84928/84928	---M--	200	added ('OK')	font/woff	date:Fri,%2011%20Apr%202014%2014:54:42%20GMT	http://luisnascimento.com/wp-content/themes/salient/css/fonts/default_ext_chars/OpenSans-Regular-webfont.woff	C:/My%20Web%20Sites/janacuadra/luisnascimento.com/wp-content/themes/salient/css/fonts/default_ext_chars/OpenSans-Regular-webfont.woff	(from http://luisnascimento.com/)
12:08:47	73016/73016	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2011%20Apr%202014%2014:54:44%20GMT	http://luisnascimento.com/wp-content/themes/salient/css/fonts/default_ext_chars/OpenSans-Regular-webfont.eot?	C:/My%20Web%20Sites/janacuadra/luisnascimento.com/wp-content/themes/salient/css/fonts/default_ext_chars/OpenSans-Regular-webfontd41d.eot	(from http://luisnascimento.com/)
12:08:55	1072216/1072216	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2011%20Apr%202014%2014:54:44%20GMT	http://luisnascimento.com/wp-content/themes/salient/css/fonts/default_ext_chars/OpenSans-Regular-webfont.svg	C:/My%20Web%20Sites/janacuadra/luisnascimento.com/wp-content/themes/salient/css/fonts/default_ext_chars/OpenSans-Regular-webfont.svg	(from http://luisnascimento.com/)
12:09:05	74649/74649	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2011%20Apr%202014%2014:54:42%20GMT	http://luisnascimento.com/wp-content/themes/salient/css/fonts/default_ext_chars/OpenSans-Semibold-webfont.eot	C:/My%20Web%20Sites/janacuadra/luisnascimento.com/wp-content/themes/salient/css/fonts/default_ext_chars/OpenSans-Semibold-webfont.eot	(from http://luisnascimento.com/)
12:09:09	87536/87536	---M--	200	added ('OK')	font/woff	date:Fri,%2011%20Apr%202014%2014:54:42%20GMT	http://luisnascimento.com/wp-content/themes/salient/css/fonts/default_ext_chars/OpenSans-Semibold-webfont.woff	C:/My%20Web%20Sites/janacuadra/luisnascimento.com/wp-content/themes/salient/css/fonts/default_ext_chars/OpenSans-Semibold-webfont.woff	(from http://luisnascimento.com/)
12:09:12	0/0	---M--	200	added ('OK')	font/ttf	date:Fri,%2011%20Apr%202014%2014:54:42%20GMT	http://luisnascimento.com/wp-content/themes/salient/css/fonts/default_ext_chars/OpenSans-Semibold-webfont.ttf	C:/My%20Web%20Sites/janacuadra/luisnascimento.com/wp-content/themes/salient/css/fonts/default_ext_chars/OpenSans-Semibold-webfont.25.delayed	(from http://luisnascimento.com/)
12:09:17	1070119/1070119	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2011%20Apr%202014%2014:54:44%20GMT	http://luisnascimento.com/wp-content/themes/salient/css/fonts/default_ext_chars/OpenSans-Semibold-webfont.svg	C:/My%20Web%20Sites/janacuadra/luisnascimento.com/wp-content/themes/salient/css/fonts/default_ext_chars/OpenSans-Semibold-webfont.svg	(from http://luisnascimento.com/)
12:09:20	74649/74649	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2011%20Apr%202014%2014:54:42%20GMT	http://luisnascimento.com/wp-content/themes/salient/css/fonts/default_ext_chars/OpenSans-Semibold-webfont.eot?	C:/My%20Web%20Sites/janacuadra/luisnascimento.com/wp-content/themes/salient/css/fonts/default_ext_chars/OpenSans-Semibold-webfontd41d.eot	(from http://luisnascimento.com/)
12:09:20	164032/164032	---M--	200	added ('OK')	font/ttf	date:Fri,%2011%20Apr%202014%2014:54:42%20GMT	http://luisnascimento.com/wp-content/themes/salient/css/fonts/default_ext_chars/OpenSans-Regular-webfont.ttf	C:/My%20Web%20Sites/janacuadra/luisnascimento.com/wp-content/themes/salient/css/fonts/default_ext_chars/OpenSans-Regular-webfont.ttf	(from http://luisnascimento.com/)
12:09:30	72218/72218	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2011%20Apr%202014%2014:54:42%20GMT	http://luisnascimento.com/wp-content/themes/salient/css/fonts/default_ext_chars/OpenSans-Bold-webfont.eot	C:/My%20Web%20Sites/janacuadra/luisnascimento.com/wp-content/themes/salient/css/fonts/default_ext_chars/OpenSans-Bold-webfont.eot	(from http://luisnascimento.com/)
12:09:32	72218/72218	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2011%20Apr%202014%2014:54:42%20GMT	http://luisnascimento.com/wp-content/themes/salient/css/fonts/default_ext_chars/OpenSans-Bold-webfont.eot?	C:/My%20Web%20Sites/janacuadra/luisnascimento.com/wp-content/themes/salient/css/fonts/default_ext_chars/OpenSans-Bold-webfontd41d.eot	(from http://luisnascimento.com/)
12:09:32	527856/527856	---MC-	200	added ('OK')	application/json	date:Wed,%2027%20Sep%202023%2010:07:59%20GMT	http://luisnascimento.com/wp-json/	C:/My%20Web%20Sites/janacuadra/luisnascimento.com/wp-json/index.html	(from http://luisnascimento.com/)
12:09:32	84696/84696	---M--	200	added ('OK')	font/woff	date:Fri,%2011%20Apr%202014%2014:54:42%20GMT	http://luisnascimento.com/wp-content/themes/salient/css/fonts/default_ext_chars/OpenSans-Bold-webfont.woff	C:/My%20Web%20Sites/janacuadra/luisnascimento.com/wp-content/themes/salient/css/fonts/default_ext_chars/OpenSans-Bold-webfont.woff	(from http://luisnascimento.com/)
12:09:42	1069943/1069943	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2011%20Apr%202014%2014:54:42%20GMT	http://luisnascimento.com/wp-content/themes/salient/css/fonts/default_ext_chars/OpenSans-Bold-webfont.svg	C:/My%20Web%20Sites/janacuadra/luisnascimento.com/wp-content/themes/salient/css/fonts/default_ext_chars/OpenSans-Bold-webfont.svg	(from http://luisnascimento.com/)
12:09:42	6251/6251	---M--	200	added ('OK')	image/png	date:Thu,%2030%20Apr%202015%2018:47:25%20GMT	http://luisnascimento.com/wp-content/uploads/2015/04/logo_normal.png	C:/My%20Web%20Sites/janacuadra/luisnascimento.com/wp-content/uploads/2015/04/logo_normal.png	(from http://luisnascimento.com/)
12:09:43	10410/10410	---M--	200	added ('OK')	image/png	date:Thu,%2030%20Apr%202015%2018:47:49%20GMT	http://luisnascimento.com/wp-content/uploads/2015/04/logo_retina.png	C:/My%20Web%20Sites/janacuadra/luisnascimento.com/wp-content/uploads/2015/04/logo_retina.png	(from http://luisnascimento.com/)
12:09:44	7261/7261	---M--	200	added ('OK')	image/png	date:Thu,%2030%20Apr%202015%2018:42:59%20GMT	http://luisnascimento.com/wp-content/uploads/2015/04/logo_header_starting.png	C:/My%20Web%20Sites/janacuadra/luisnascimento.com/wp-content/uploads/2015/04/logo_header_starting.png	(from http://luisnascimento.com/)
12:09:45	10067/10067	---M--	200	added ('OK')	image/png	date:Thu,%2030%20Apr%202015%2018:43:21%20GMT	http://luisnascimento.com/wp-content/uploads/2015/04/logo_header_starting_retina.png	C:/My%20Web%20Sites/janacuadra/luisnascimento.com/wp-content/uploads/2015/04/logo_header_starting_retina.png	(from http://luisnascimento.com/)
12:09:48	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2027%20Sep%202023%2010:09:45%20GMT	http://luisnascimento.com/about-me	C:/My%20Web%20Sites/janacuadra/luisnascimento.com/about-me	(from http://luisnascimento.com/)
12:09:50	59737/59737	---MC-	200	added ('OK')	text/html	date:Wed,%2027%20Sep%202023%2010:09:44%20GMT	http://luisnascimento.com/about-me/	C:/My%20Web%20Sites/janacuadra/luisnascimento.com/about-me/index.html	(from http://luisnascimento.com/)
12:09:54	87119/87119	---MC-	200	added ('OK')	text/html	date:Wed,%2027%20Sep%202023%2010:09:48%20GMT	http://luisnascimento.com/work/	C:/My%20Web%20Sites/janacuadra/luisnascimento.com/work/index.html	(from http://luisnascimento.com/)
12:09:56	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2027%20Sep%202023%2010:09:54%20GMT	http://luisnascimento.com/work	C:/My%20Web%20Sites/janacuadra/luisnascimento.com/work.31.delayed	(from http://luisnascimento.com/)
12:09:59	97976/97976	---MC-	200	added ('OK')	text/html	date:Wed,%2027%20Sep%202023%2010:09:51%20GMT	http://luisnascimento.com/news/	C:/My%20Web%20Sites/janacuadra/luisnascimento.com/news/index.html	(from http://luisnascimento.com/)
12:10:01	70065/70065	---MC-	200	added ('OK')	text/html	date:Wed,%2027%20Sep%202023%2010:09:56%20GMT	http://luisnascimento.com/press/	C:/My%20Web%20Sites/janacuadra/luisnascimento.com/press/index.html	(from http://luisnascimento.com/)
12:10:02	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2027%20Sep%202023%2010:10:01%20GMT	http://luisnascimento.com/about-me	C:/My%20Web%20Sites/janacuadra/luisnascimento.com/about-me.32.delayed	(from http://luisnascimento.com/)
12:10:04	59823/59823	---MC-	200	added ('OK')	text/html	date:Wed,%2027%20Sep%202023%2010:10:00%20GMT	http://luisnascimento.com/contact/	C:/My%20Web%20Sites/janacuadra/luisnascimento.com/contact/index.html	(from http://luisnascimento.com/)
12:10:05	166188/166188	---M--	200	added ('OK')	font/ttf	date:Fri,%2011%20Apr%202014%2014:54:42%20GMT	http://luisnascimento.com/wp-content/themes/salient/css/fonts/default_ext_chars/OpenSans-Bold-webfont.ttf	C:/My%20Web%20Sites/janacuadra/luisnascimento.com/wp-content/themes/salient/css/fonts/default_ext_chars/OpenSans-Bold-webfont.ttf	(from http://luisnascimento.com/)
12:10:11	134638/134638	---MC-	200	added ('OK')	text/html	date:Wed,%2027%20Sep%202023%2010:10:05%20GMT	http://luisnascimento.com/portfolio/velvet/	C:/My%20Web%20Sites/janacuadra/luisnascimento.com/portfolio/velvet/index.html	(from http://luisnascimento.com/)
12:10:22	62753/62753	---M--	200	added ('OK')	image/jpeg	date:Sun,%2026%20Apr%202020%2014:30:42%20GMT	http://luisnascimento.com/wp-content/uploads/2020/04/mercury_tumb_.jpg	C:/My%20Web%20Sites/janacuadra/luisnascimento.com/wp-content/uploads/2020/04/mercury_tumb_.jpg	(from http://luisnascimento.com/)
12:10:29	141186/141186	---MC-	200	added ('OK')	text/html	date:Wed,%2027%20Sep%202023%2010:10:22%20GMT	http://luisnascimento.com/portfolio/bajouca-base/	C:/My%20Web%20Sites/janacuadra/luisnascimento.com/portfolio/bajouca-base/index.html	(from http://luisnascimento.com/)
12:10:33	140010/140010	---M--	200	added ('OK')	image/jpeg	date:Mon,%2023%20Sep%202019%2021:36:45%20GMT	http://luisnascimento.com/wp-content/uploads/2019/09/velvet_thumb.jpg	C:/My%20Web%20Sites/janacuadra/luisnascimento.com/wp-content/uploads/2019/09/velvet_thumb.jpg	(from http://luisnascimento.com/)
12:10:40	137850/137850	---MC-	200	added ('OK')	text/html	date:Wed,%2027%20Sep%202023%2010:10:33%20GMT	http://luisnascimento.com/portfolio/mercury/	C:/My%20Web%20Sites/janacuadra/luisnascimento.com/portfolio/mercury/index.html	(from http://luisnascimento.com/)
12:10:52	74958/74958	---M--	200	added ('OK')	image/jpeg	date:Wed,%2023%20Nov%202016%2016:10:45%20GMT	http://luisnascimento.com/wp-content/uploads/2016/11/cork-spot_thumb.jpg	C:/My%20Web%20Sites/janacuadra/luisnascimento.com/wp-content/uploads/2016/11/cork-spot_thumb.jpg	(from http://luisnascimento.com/)
12:11:00	135991/135991	---MC-	200	added ('OK')	text/html	date:Wed,%2027%20Sep%202023%2010:10:53%20GMT	http://luisnascimento.com/portfolio/veneer-ii/	C:/My%20Web%20Sites/janacuadra/luisnascimento.com/portfolio/veneer-ii/index.html	(from http://luisnascimento.com/)
12:11:19	372391/372391	---M--	200	added ('OK')	image/jpeg	date:Wed,%2018%20Sep%202019%2021:01:45%20GMT	http://luisnascimento.com/wp-content/uploads/2019/09/bajouca_thumb.jpg	C:/My%20Web%20Sites/janacuadra/luisnascimento.com/wp-content/uploads/2019/09/bajouca_thumb.jpg	(from http://luisnascimento.com/)
12:11:27	150751/150751	---MC-	200	added ('OK')	text/html	date:Wed,%2027%20Sep%202023%2010:11:20%20GMT	http://luisnascimento.com/portfolio/cork-spot/	C:/My%20Web%20Sites/janacuadra/luisnascimento.com/portfolio/cork-spot/index.html	(from http://luisnascimento.com/)
12:11:38	206154/206154	---M--	200	added ('OK')	image/jpeg	date:Mon,%2003%20Oct%202016%2020:35:18%20GMT	http://luisnascimento.com/wp-content/uploads/2016/10/around_thumb.jpg	C:/My%20Web%20Sites/janacuadra/luisnascimento.com/wp-content/uploads/2016/10/around_thumb.jpg	(from http://luisnascimento.com/)
12:11:46	148104/148104	---MC-	200	added ('OK')	text/html	date:Wed,%2027%20Sep%202023%2010:11:38%20GMT	http://luisnascimento.com/portfolio/around-the-corner/	C:/My%20Web%20Sites/janacuadra/luisnascimento.com/portfolio/around-the-corner/index.html	(from http://luisnascimento.com/)
12:11:50	113572/113572	---M--	200	added ('OK')	image/jpeg	date:Wed,%2018%20May%202016%2018:38:32%20GMT	http://luisnascimento.com/wp-content/uploads/2016/05/rail_thumb.jpg	C:/My%20Web%20Sites/janacuadra/luisnascimento.com/wp-content/uploads/2016/05/rail_thumb.jpg	(from http://luisnascimento.com/)
12:11:56	46504/46504	---M--	200	added ('OK')	image/jpeg	date:Mon,%2016%20May%202016%2012:06:16%20GMT	http://luisnascimento.com/wp-content/uploads/2016/05/loop_thumb.jpg	C:/My%20Web%20Sites/janacuadra/luisnascimento.com/wp-content/uploads/2016/05/loop_thumb.jpg	(from http://luisnascimento.com/)
12:11:58	136375/136375	---MC-	200	added ('OK')	text/html	date:Wed,%2027%20Sep%202023%2010:11:51%20GMT	http://luisnascimento.com/portfolio/rail/	C:/My%20Web%20Sites/janacuadra/luisnascimento.com/portfolio/rail/index.html	(from http://luisnascimento.com/)
12:11:59	433259/433259	---M--	200	added ('OK')	image/jpeg	date:Mon,%2003%20Apr%202017%2021:11:31%20GMT	http://luisnascimento.com/wp-content/uploads/2017/04/veneer_thumb.jpg	C:/My%20Web%20Sites/janacuadra/luisnascimento.com/wp-content/uploads/2017/04/veneer_thumb.jpg	(from http://luisnascimento.com/)
12:12:10	142827/142827	---MC-	200	added ('OK')	text/html	date:Wed,%2027%20Sep%202023%2010:11:59%20GMT	http://luisnascimento.com/portfolio/loop/	C:/My%20Web%20Sites/janacuadra/luisnascimento.com/portfolio/loop/index.html	(from http://luisnascimento.com/)
12:12:15	77728/77728	---M--	200	added ('OK')	image/jpeg	date:Wed,%2006%20Apr%202016%2016:05:13%20GMT	http://luisnascimento.com/wp-content/uploads/2016/04/lucca-thumb2.jpg	C:/My%20Web%20Sites/janacuadra/luisnascimento.com/wp-content/uploads/2016/04/lucca-thumb2.jpg	(from http://luisnascimento.com/)
12:12:17	140265/140265	---MC-	200	added ('OK')	text/html	date:Wed,%2027%20Sep%202023%2010:12:10%20GMT	http://luisnascimento.com/portfolio/lucca/	C:/My%20Web%20Sites/janacuadra/luisnascimento.com/portfolio/lucca/index.html	(from http://luisnascimento.com/)
